Pc_name,no,type,state,candidate_name,party,electors,votes,Turnout,margin,margin%,year
Almora,3,SC,Uttarakhand,Ajay Tamta,Bharatiya Janta Party,"12,87,611","6,94,472",55.10%,"2,32,986",33.50%,2019
Alwar,8,GEN,Rajasthan,Balak Nath,Bharatiya Janta Party,"20,59,180","12,65,674",61.70%,"3,29,971",26.10%,2019
Amalapuram,7,,Andhra Pradesh [2014 Onwards],Chinta Anuradha,Yuvajana Sramika Rythu Congress Party,"11,56,280","12,32,895",108.10%,"39,795",3.20%,2019
Ambala,1,SC,Haryana,Rattan Lal Kataria,Bharatiya Janta Party,"17,57,524","13,16,235",75.30%,"3,42,345",26.00%,2019
Ambedkar Nagar,55,GEN,Uttar Pradesh [2000 Onwards],Ritesh Pandey,Bahujan Samaj Party,"17,44,287","10,90,152",63.20%,"95,880",8.80%,2019
Amethi,37,GEN,Uttar Pradesh [2000 Onwards],Smriti Irani,Bharatiya Janta Party,"17,03,510","9,42,453",55.60%,"55,120",5.80%,2019
Amravati,7,SC,Maharashtra,Navnit Ravi Rana,Independent,"17,52,097","11,12,385",63.80%,"36,951",3.30%,2019
Amreli,14,GEN,Gujarat,Kachhadiya Naranbhai Bhikhabhai,Bharatiya Janta Party,"16,02,346","9,09,167",57.80%,"2,01,431",22.20%,2019
Amritsar,2,GEN,Punjab,Gurjeet Singh Aujla,Indian National Congress,"14,68,972","8,59,513",59.10%,"99,626",11.60%,2019
Amroha,9,GEN,Uttar Pradesh [2000 Onwards],Kunwar Danish Ali,Bahujan Samaj Party,"15,96,897","11,69,182",73.60%,"63,248",5.40%,2019
Anakapalli,5,,Andhra Pradesh [2014 Onwards],Dr.Beesetti Venkata Satyavathi,Yuvajana Sramika Rythu Congress Party,"13,97,335","12,38,491",91.10%,"89,192",7.20%,2019
Anand,16,GEN,Gujarat,Patel Mitesh Rameshbhai (BAKABHAI),Bharatiya Janta Party,"16,14,307","11,08,661",69.80%,"1,97,718",17.80%,2019
Anandpur Sahib,6,GEN,Punjab,Manish Tewari,Indian National Congress,"16,48,822","10,81,727",66.70%,"46,884",4.30%,2019
Anantapur,19,,Andhra Pradesh [2014 Onwards],Talari Rangaiah,Yuvajana Sramika Rythu Congress Party,"14,89,758","13,42,306",91.20%,"1,41,428",10.50%,2019
Anantnag,3,,Jammu & Kashmir,Hasnain Masoodi,Jammu & Kashmir National Conference,"13,01,023","1,24,896",9.70%,"6,676",5.30%,2019
Andaman And Nicobar Islands,1,GEN,Andaman & Nicobar Islands,Kuldeep Rai Sharma,Indian National Congress,"2,69,360","2,07,296",77.50%,"1,407",0.70%,2019
Aonla,24,GEN,Uttar Pradesh [2000 Onwards],Dharmendra Kashyap,Bharatiya Janta Party,"17,50,190","10,52,795",60.70%,"1,13,743",10.80%,2019
Arakkonam,7,GEN,Tamil Nadu,S. Jagathrakshakan,Dravida Munetra Kazhagam,"14,61,110","11,78,060",81.50%,"3,28,956",27.90%,2019
Arambagh,29,SC,West Bengal,Aparupa Poddar (AFRIN ALI),All India Trinamool Congress,"16,31,133","14,71,981",91.50%,"1,142",0.10%,2019
Arani,12,GEN,Tamil Nadu,Vishnu Prasad M K,Indian National Congress,"14,07,725","11,43,907",82.50%,"2,30,806",20.20%,2019
Araria,9,GEN,Bihar [2000 Onwards],Pradeep Kumar Singh,Bharatiya Janta Party,"14,69,717","11,69,630",81.00%,"1,37,241",11.70%,2019
Arrah,32,GEN,Bihar [2000 Onwards],R. K. Singh,Bharatiya Janta Party,"20,55,316","10,80,684",53.60%,"1,47,285",13.60%,2019
Aruku,1,,Andhra Pradesh [2014 Onwards],Goddeti. Madhavi,Yuvajana Sramika Rythu Congress Party,"13,58,657","10,74,538",82.60%,"2,24,089",20.90%,2019
Arunachal East,2,GENP,Arunachal Pradesh,Tapir Gao,Bharatiya Janta Party,"3,35,682","2,93,781",89.20%,"69,948",23.80%,2019
Arunachal West,1,GENP,Arunachal Pradesh,Kiren Rijiju,Bharatiya Janta Party,"4,58,680","3,58,310",78.50%,"1,74,843",48.80%,2019
Asansol,40,GEN,West Bengal,Babul Supriyo,Bharatiya Janta Party,"17,70,467","12,38,135",70.80%,"1,97,637",16.00%,2019
Aska,19,GEN,Orissa,Pramila Bisoyi,Biju Janata Dal,"14,94,153","10,13,862",69.00%,"2,04,707",20.20%,2019
Attingal,19,GEN,Kerala,Adv. Adoor Prakash,Indian National Congress,"13,13,675","10,04,888",76.90%,"38,247",3.80%,2019
Aurangabad,19,GEN,Maharashtra,Imtiaz Jaleel Syed,All India Majlis-E-Ittehadul Muslimeen,"17,62,823","11,98,221",68.30%,"4,492",0.40%,2019
Aurangabad,37,GEN,Bihar [2000 Onwards],Sushil Kumar Singh,Bharatiya Janta Party,"17,37,821","9,41,595",55.50%,"72,607",7.70%,2019
Autonomous District,3,ST,Assam,Horen Sing Bey,Bharatiya Janta Party,"7,61,744","6,17,735",82.20%,"2,39,626",38.80%,2019
Azamgarh,69,GEN,Uttar Pradesh [2000 Onwards],Akhilesh Yadav,Samajwadi Party,"17,73,820","10,29,112",58.40%,"2,59,874",25.30%,2019
Badaun,23,GEN,Uttar Pradesh [2000 Onwards],Dr. Sanghmitra Maurya,Bharatiya Janta Party,"21,99,914","10,81,108",49.50%,"18,454",1.70%,2019
Bagalkot,3,GEN,Karnataka,Gaddigoudar Parvatagouda Chandanagouda,Bharatiya Janta Party,"16,88,394","12,04,613",72.00%,"1,68,187",14.00%,2019
Baghpat,11,GEN,Uttar Pradesh [2000 Onwards],Dr. Satyapal Singh,Bharatiya Janta Party,"15,58,020","10,44,894",67.40%,"23,502",2.20%,2019
Baharampur,10,GEN,West Bengal,Adhir Ranjan Chowdhury,Indian National Congress,"17,46,812","12,99,997",75.20%,"80,696",6.20%,2019
Bahraich,56,SC,Uttar Pradesh [2000 Onwards],Akshaibar Lal,Bharatiya Janta Party,"16,86,646","9,89,848",59.50%,"1,28,752",13.00%,2019
Balaghat,15,GEN,Madhya Pradesh [2000 Onwards],Dr Dhal Singh Bisen,Bharatiya Janta Party,"17,25,505","13,72,018",79.80%,"2,42,066",17.60%,2019
Balasore,6,GEN,Orissa,Pratap Chandra Sarangi,Bharatiya Janta Party,"14,71,650","11,57,871",79.20%,"12,956",1.10%,2019
Ballia,72,GEN,Uttar Pradesh [2000 Onwards],Virendra Singh,Bharatiya Janta Party,"17,92,821","9,89,732",55.70%,"15,519",1.60%,2019
Balurghat,6,GEN,West Bengal,Sukanta Majumdar,Bharatiya Janta Party,"15,43,162","11,97,849",78.50%,"33,293",2.80%,2019
Banaskantha,2,GEN,Gujarat,Parbatbhai Savabhai Patel,Bharatiya Janta Party,"15,12,076","11,02,081",73.70%,"3,68,296",33.40%,2019
Banda,48,GEN,Uttar Pradesh [2000 Onwards],R.K. Singh Patel,Bharatiya Janta Party,"16,59,357","10,34,549",63.50%,"58,938",5.70%,2019
Bangalore Cent,25,GEN,Karnataka,P. C. Mohan,Bharatiya Janta Party,"21,65,307","11,97,234",55.80%,"70,968",5.90%,2019
Bangalore Nort,24,GEN,Karnataka,D.V. Sadananda Gowda,Bharatiya Janta Party,"28,19,424","15,59,459",55.70%,"1,47,518",9.50%,2019
Bangalore Rura,23,GEN,Karnataka,D.K. Suresh,Indian National Congress,"16,01,076","16,21,906",102.10%,"2,06,870",12.80%,2019
Bangalore Sout,26,GEN,Karnataka,Tejasvi Surya,Bharatiya Janta Party,"21,75,375","11,88,491",55.10%,"3,31,192",27.90%,2019
Bangaon,14,SC,West Bengal,Shantanu Thakur,Bharatiya Janta Party,"16,18,541","14,07,758",87.40%,"1,11,594",7.90%,2019
Banka,27,GEN,Bihar [2000 Onwards],Giridhari Yadav,Janata Dal (United),"16,87,940","9,95,806",59.40%,"2,00,532",20.10%,2019
Bankura,36,GEN,West Bengal,Dr. Subhas Sarkar,Bharatiya Janta Party,"17,70,248","13,71,855",78.30%,"1,74,333",12.70%,2019
Bansgaon,67,SC,Uttar Pradesh [2000 Onwards],Kamlesh Paswan,Bharatiya Janta Party,"17,48,683","9,69,136",56.20%,"1,53,468",15.80%,2019
Banswara,20,ST,Rajasthan,Kanakmal Katara,Bharatiya Janta Party,"19,20,325","14,39,671",76.50%,"3,05,464",21.20%,2019
Bapatla,15,,Andhra Pradesh [2014 Onwards],Nandigam Suresh,Yuvajana Sramika Rythu Congress Party,"13,61,646","12,66,492",94.00%,"16,065",1.30%,2019
Barabanki,53,SC,Uttar Pradesh [2000 Onwards],Upendra Singh Rawat,Bharatiya Janta Party,"17,62,832","11,55,341",66.00%,"1,10,140",9.50%,2019
Baramati,35,GEN,Maharashtra,Supriya Sule,Nationalist Congress Party,"20,25,795","13,04,728",64.80%,"1,55,774",11.90%,2019
Baramulla,1,,Jammu & Kashmir,Mohammad Akbar Lone,Jammu & Kashmir National Conference,"11,90,745","4,55,550",38.90%,"30,233",6.60%,2019
Barasat,17,GEN,West Bengal,Dr. Kakoli Ghoshdastidar,All India Trinamool Congress,"18,82,204","13,94,766",75.10%,"1,09,983",7.90%,2019
Bardhaman Purb,38,SC,West Bengal,Sunil Kumar Mondal,All India Trinamool Congress,"18,36,635","14,39,286",79.00%,"89,311",6.20%,2019
Bardoli,23,ST,Gujarat,Parbhubhai Nagarbhai Vasava,Bharatiya Janta Party,"17,79,851","13,48,038",77.00%,"2,15,447",16.00%,2019
Bareilly,25,GEN,Uttar Pradesh [2000 Onwards],Santosh Kumar Gangwar,Bharatiya Janta Party,"17,60,865","10,68,342",60.90%,"1,67,282",15.70%,2019
Bargarh,1,GEN,Orissa,Suresh Pujari,Bharatiya Janta Party,"15,30,044","12,47,912",82.50%,"63,939",5.10%,2019
Barmer,17,GEN,Rajasthan,Kailash Choudhary,Bharatiya Janta Party,"23,20,339","14,22,271",62.10%,"3,23,808",22.80%,2019
Barpeta,6,GEN,Assam,Abdul Khaleque,Indian National Congress,"14,49,560","14,58,549",101.30%,"1,40,307",9.60%,2019
Barrackpore,15,GEN,West Bengal,Arjun Singh,Bharatiya Janta Party,"15,51,157","11,04,517",72.00%,"14,857",1.30%,2019
Basirhat,18,GEN,West Bengal,Nusrat Jahan Ruhi,All India Trinamool Congress,"18,33,511","14,33,339",78.70%,"3,50,369",24.40%,2019
Bastar,10,ST,Chhattisgarh,Deepak Baij,Indian National Congress,"13,57,443","9,12,846",70.30%,"38,982",4.30%,2019
Basti,61,GEN,Uttar Pradesh [2000 Onwards],Harish Chandra Alias Harish Dwivedi,Bharatiya Janta Party,"18,39,900","10,54,539",57.90%,"30,354",2.90%,2019
Bathinda,11,GEN,Punjab,Harsimrat Kaur Badal,Shiromani Akali Dal,"15,89,895","12,00,810",76.40%,"21,772",1.80%,2019
Beed,39,GEN,Maharashtra,Pritam Gopinathrao Munde,Bharatiya Janta Party,"16,21,102","13,52,399",83.60%,"1,68,368",12.40%,2019
Begusarai,24,GEN,Bihar [2000 Onwards],Giriraj Singh,Bharatiya Janta Party,"19,42,769","12,25,594",64.10%,"4,22,217",34.40%,2019
Belgaum,2,GEN,Karnataka,Angadi Suresh Channabasappa,Bharatiya Janta Party,"17,49,746","12,05,229",69.10%,"3,91,304",32.50%,2019
Bellary,9,ST,Karnataka,Y. Devendrappa,Bharatiya Janta Party,"17,13,330","12,21,926",71.90%,"55,707",4.60%,2019
Berhampur,20,GEN,Orissa,Chandra Sekhar Sahu,Biju Janata Dal,"14,33,671","9,89,910",70.10%,"94,844",9.60%,2019
Betul,29,ST,Madhya Pradesh [2000 Onwards],Durga Das (D.D.) UIKEY,Bharatiya Janta Party,"17,02,517","13,57,857",81.10%,"3,60,241",26.50%,2019
Bhadohi,78,GEN,Uttar Pradesh [2000 Onwards],Ramesh Chand,Bharatiya Janta Party,"18,86,673","10,39,390",55.60%,"43,615",4.20%,2019
Bhadrak,7,SC,Orissa,Manjulata Mandal,Biju Janata Dal,"15,83,464","12,23,754",77.70%,"28,803",2.40%,2019
Bhagalpur,26,GEN,Bihar [2000 Onwards],Ajay Kumar Mandal,Janata Dal (United),"18,11,980","10,42,518",59.30%,"2,77,630",26.60%,2019
Bhandara - Gon,11,GEN,Maharashtra,Sunil Baburao Mendhe,Bharatiya Janta Party,"17,56,518","12,44,931",71.50%,"1,97,394",15.90%,2019
Bharatpur,9,SC,Rajasthan,Ranjeeta Koli,Bharatiya Janta Party,"18,97,465","11,46,797",60.70%,"3,18,399",27.80%,2019
Bharuch,22,GEN,Gujarat,Mansukhbhai Dhanjibhai Vasava,Bharatiya Janta Party,"15,22,113","11,49,725",76.00%,"3,34,214",29.10%,2019
Bhavnagar,15,GEN,Gujarat,Dr.Bharatiben Dhirubhai Shiyal,Bharatiya Janta Party,"17,34,124","10,41,279",61.00%,"3,29,519",31.60%,2019
Bhilwara,23,GEN,Rajasthan,Subhash Chandra Baheria,Bharatiya Janta Party,"19,58,631","13,10,513",67.80%,"6,12,000",46.70%,2019
Bhind,2,SC,Madhya Pradesh [2000 Onwards],Sandhya Ray,Bharatiya Janta Party,"17,11,977","9,60,687",56.40%,"1,99,885",20.80%,2019
Bhiwandi,23,GEN,Maharashtra,Kapil Moreshwar Patil,Bharatiya Janta Party,"17,85,952","10,05,172",57.20%,"1,56,329",15.60%,2019
Bhiwani-Mahend,8,GEN,Haryana,Dharambir Singh S/o Bhale Ram,Bharatiya Janta Party,"15,66,494","11,61,115",74.30%,"4,44,463",38.30%,2019
Bhongir,14,GEN,Telangana,Komati Reddy Venkat Reddy,Indian National Congress,"15,44,683","12,12,631",79.30%,"5,219",0.40%,2019
Bhopal,19,GEN,Madhya Pradesh [2000 Onwards],Sadhvi Pragya Singh Thakur,Bharatiya Janta Party,"20,75,376","14,07,954",68.10%,"3,64,822",25.90%,2019
Bhubaneswar,18,GEN,Orissa,Aparajita Sarangi,Bharatiya Janta Party,"16,00,900","10,05,215",63.20%,"23,839",2.40%,2019
Bidar,7,GEN,Karnataka,Bhagwanth Khuba,Bharatiya Janta Party,"17,40,232","11,17,167",64.30%,"1,16,834",10.50%,2019
Bijapur,4,SC,Karnataka,Jigajinagi Ramesh Chandappa,Bharatiya Janta Party,"17,77,109","11,11,354",63.20%,"2,58,038",23.20%,2019
Bijnor,4,GEN,Uttar Pradesh [2000 Onwards],Malook Nagar,Bahujan Samaj Party,"16,19,514","11,00,763",68.20%,"69,941",6.40%,2019
Bikaner,2,SC,Rajasthan,Arjun Ram Meghwal,Bharatiya Janta Party,"17,93,022","10,99,598",62.10%,"2,64,081",24.00%,2019
Bilaspur,5,GEN,Chhattisgarh,Arun Sao,Bharatiya Janta Party,"18,11,606","12,09,434",67.00%,"1,41,763",11.70%,2019
Birbhum,42,GEN,West Bengal,Satabdi Roy,All India Trinamool Congress,"15,87,802","14,49,423",92.10%,"88,924",6.10%,2019
Bishnupur,37,SC,West Bengal,Khan Saumitra,Bharatiya Janta Party,"17,40,964","14,20,648",82.40%,"78,047",5.50%,2019
Bolangir,10,GEN,Orissa,Sangeeta Kumari Singh Deo,Bharatiya Janta Party,"16,77,774","13,06,705",78.80%,"19,516",1.50%,2019
Bolpur,41,SC,West Bengal,Asit Kumar Mal,All India Trinamool Congress,"18,64,137","14,61,269",79.10%,"1,06,402",7.30%,2019
Bulandshahr,14,SC,Uttar Pradesh [2000 Onwards],Bhola Singh,Bharatiya Janta Party,"17,59,305","11,23,629",64.20%,"2,90,057",25.80%,2019
Buldhana,5,GEN,Maharashtra,Jadhav Prataprao Ganpatrao,Shiv Sena,"19,77,994","11,20,359",57.00%,"1,33,287",11.90%,2019
Burdwan - Durg,39,GEN,West Bengal,S.S Ahluwalia,Bharatiya Janta Party,"19,05,750","14,33,007",76.20%,"2,439",0.20%,2019
Buxar,33,GEN,Bihar [2000 Onwards],Ashwini Kumar Choubey,Bharatiya Janta Party,"18,06,004","9,86,861",55.60%,"1,17,609",11.90%,2019
Chalakudy,11,GEN,Kerala,Benny Behanan,Indian National Congress,"11,63,476","9,90,224",85.80%,"1,32,274",13.40%,2019
Chamarajanagar,22,SC,Karnataka,V. Srinivas Prasad,Bharatiya Janta Party,"16,69,209","12,70,658",76.90%,"1,817",0.10%,2019
Chandauli,76,GEN,Uttar Pradesh [2000 Onwards],Dr. Mahendra Nath Pandey,Bharatiya Janta Party,"16,96,059","10,84,961",64.60%,"13,959",1.30%,2019
Chandigarh,1,GEN,Chandigarh,Kirron Kher,Bharatiya Janta Party,"6,15,214","4,56,568",74.90%,"46,970",10.30%,2019
Chandni Chowk,1,GEN,Delhi [1977 Onwards],"Patni, Nitai Chand",Bharatiya Janta Party,"14,47,228","9,80,390",68.10%,"2,28,145",23.30%,2019
Chandrapur,13,GEN,Maharashtra,Balubhau Alias Suresh Narayan Dhanorkar,Indian National Congress,"18,46,431","12,38,474",67.70%,"44,763",3.60%,2019
Chatra,4,GEN,Jharkhand,Sunil Kumar Singh,Bharatiya Janta Party,"13,75,612","9,25,937",67.90%,"3,77,871",40.80%,2019
Chelvella,10,GEN,Telangana,Dr. G. Ranjith Reddy,Telangana Rashtra Samithi,"23,02,163","13,00,194",56.90%,"14,317",1.10%,2019
Chennai Centra,4,GEN,Tamil Nadu,Dayanidhi Maran,Dravida Munetra Kazhagam,"13,16,388","7,85,450",60.70%,"3,01,520",38.40%,2019
Chennai North,2,GEN,Tamil Nadu,Dr. Kalanidhi Veeraswamy,Dravida Munetra Kazhagam,"14,44,753","9,55,545",67.20%,"4,61,518",48.30%,2019
Chennai South,3,GEN,Tamil Nadu,T.Sumathy (A) THAMIZHACHI THANGAPANDIAN,Dravida Munetra Kazhagam,"19,16,378","11,25,857",59.60%,"2,62,223",23.30%,2019
Chhindwara,16,GEN,Madhya Pradesh [2000 Onwards],Nakul Kamal Nath,Indian National Congress,"14,80,503","12,48,031",85.70%,"37,536",3.00%,2019
Chhota Udaipur,21,ST,Gujarat,Rathva Gitaben Vajesingbhai,Bharatiya Janta Party,"14,33,397","12,32,459",88.30%,"3,77,943",30.70%,2019
Chidambaram,27,SC,Tamil Nadu,Thirumaavalavan Thol,Viduthalai Chiruthaigal Katchi,"14,59,769","11,53,192",80.10%,"3,219",0.30%,2019
Chikkballapur,27,GEN,Karnataka,B.N.Bache Gowda,Bharatiya Janta Party,"18,04,143","13,86,963",77.30%,"1,82,110",13.10%,2019
Chikkodi,1,GEN,Karnataka,Annasaheb Shankar Jolle,Bharatiya Janta Party,"15,74,203","12,17,549",78.00%,"1,18,877",9.80%,2019
Chitradurga,18,SC,Karnataka,A Narayanaswamy,Bharatiya Janta Party,"17,36,643","12,45,950",72.00%,"80,178",6.40%,2019
Chittoor,25,,Andhra Pradesh [2014 Onwards],N. Reddeppa,Yuvajana Sramika Rythu Congress Party,"14,30,405","13,19,472",93.70%,"1,37,271",10.40%,2019
Chittorgarh,21,GEN,Rajasthan,Chandra Prakash Joshi,Bharatiya Janta Party,"19,82,095","14,58,760",74.50%,"5,76,247",39.50%,2019
Churu,3,GEN,Rajasthan,Rahul Kaswan,Bharatiya Janta Party,"19,62,475","13,28,422",68.20%,"3,34,402",25.20%,2019
Coimbatore,20,GEN,Tamil Nadu,Natarajan. P.R,Communist Party Of India (Marxist),"19,09,712","12,50,885",66.70%,"1,79,143",14.30%,2019
Cooch Behar,1,SC,West Bengal,Nisith Pramanik,Bharatiya Janta Party,"16,87,773","15,24,683",91.20%,"54,231",3.60%,2019
Cuddalore,26,GEN,Tamil Nadu,T. R. V .S. Ramesh,Dravida Munetra Kazhagam,"13,42,320","10,43,202",78.40%,"1,43,983",13.80%,2019
Cuttack,14,GEN,Orissa,Bhartruhari Mahtab,Biju Janata Dal,"14,60,895","10,59,490",73.00%,"1,21,201",11.40%,2019
Dadra And Nagar Haveli,1,GEN,Dadra & Nagar Haveli,Delkar Mohanbhai Sanjibhai,Independent,"1,96,617","1,98,983",102.70%,"9,001",4.50%,2019
Dahod,19,ST,Gujarat,Jashvantsinh Sumanbhai Bhabhor,Bharatiya Janta Party,"15,42,941","10,63,212",71.00%,"1,27,596",12.00%,2019
Dakshina Kanna,17,GEN,Karnataka,Nalin Kumar Kateel,Bharatiya Janta Party,"16,98,859","13,45,039",79.60%,"2,74,621",20.40%,2019
Daman And Diu,1,GEN,Daman & Diu,Lalubhai Babubhai Patel,Bharatiya Janta Party,"1,11,827","87,469",79.60%,"9,942",11.40%,2019
Damoh,7,GEN,Madhya Pradesh [2000 Onwards],Prahalad Singh Patel,Bharatiya Janta Party,"17,37,702","11,64,226",67.40%,"3,53,411",30.40%,2019
Darbhanga,14,GEN,Bihar [2000 Onwards],Gopal Jee Thakur,Bharatiya Janta Party,"16,44,671","9,64,996",59.90%,"2,67,979",27.80%,2019
Darjeeling,4,GEN,West Bengal,Raju Bista,Bharatiya Janta Party,"15,19,531","12,67,270",84.10%,"4,13,443",32.60%,2019
Dausa,11,ST,Rajasthan,Jaskaur Meena,Bharatiya Janta Party,"16,92,217","10,62,834",63.20%,"78,444",7.40%,2019
Davanagere,13,GEN,Karnataka,G M Siddeshwar,Bharatiya Janta Party,"16,13,781","11,94,586",74.20%,"1,69,702",14.20%,2019
Deoria,66,GEN,Uttar Pradesh [2000 Onwards],Ramapati Ram Tripathi,Bharatiya Janta Party,"17,51,752","10,15,363",58.70%,"2,49,931",24.60%,2019
Dewas,21,SC,Madhya Pradesh [2000 Onwards],Mahendra Singh Solanky,Bharatiya Janta Party,"17,18,488","13,98,946",81.90%,"3,72,249",26.60%,2019
Dhanbad,7,GEN,Jharkhand,Pashupati Nath Singh,Bharatiya Janta Party,"20,50,314","12,52,817",61.30%,"4,86,194",38.80%,2019
Dhar,25,ST,Madhya Pradesh [2000 Onwards],Chattarsingh Darbar,Bharatiya Janta Party,"17,52,846","13,44,132",77.70%,"1,56,029",11.60%,2019
Dharmapuri,10,GEN,Tamil Nadu,Dnv Senthilkumar. S.,Dravida Munetra Kazhagam,"14,53,257","12,23,205",85.10%,"70,753",5.80%,2019
Dharwad,11,GEN,Karnataka,Pralhad Joshi,Bharatiya Janta Party,"16,87,290","12,13,505",72.10%,"2,05,072",16.90%,2019
Dhaurahra,29,GEN,Uttar Pradesh [2000 Onwards],Rekha Verma,Bharatiya Janta Party,"16,04,211","10,63,840",67.00%,"1,60,611",15.10%,2019
Dhenkanal,9,GEN,Orissa,Mahesh Sahoo,Biju Janata Dal,"14,61,182","11,31,522",78.20%,"35,412",3.10%,2019
Dhubri,4,GEN,Assam,Badruddin Ajmal,All India United Democratic Front,"17,99,561","16,85,005",94.10%,"2,26,258",13.40%,2019
Dhule,2,GEN,Maharashtra,Bhamre Subhash Ramrao,Bharatiya Janta Party,"17,87,801","10,85,038",60.80%,"2,29,243",21.10%,2019
Diamond Harbou,21,GEN,West Bengal,Abhishek Banerjee,All India Trinamool Congress,"18,73,955","14,09,002",76.10%,"3,20,594",22.80%,2019
Dibrugarh,13,GEN,Assam,Rameswar Teli,Bharatiya Janta Party,"12,65,748","10,15,748",81.90%,"3,64,566",35.90%,2019
Dindigul,22,GEN,Tamil Nadu,"Velusamy, P.",Dravida Munetra Kazhagam,"15,18,633","11,60,046",77.30%,"5,38,972",46.50%,2019
Dindori,20,ST,Maharashtra,Dr. Bharati Pravin Pawar,Bharatiya Janta Party,"16,51,955","11,37,631",69.40%,"1,98,779",17.50%,2019
Domariyaganj,60,GEN,Uttar Pradesh [2000 Onwards],Jagdambika Pal,Bharatiya Janta Party,"18,94,047","9,85,269",52.60%,"1,05,321",10.70%,2019
Dum Dum,16,GEN,West Bengal,Sougata Ray,All India Trinamool Congress,"16,99,710","12,04,660",71.70%,"53,002",4.40%,2019
Dumka,2,ST,Jharkhand,Sunil Soren,Bharatiya Janta Party,"13,49,843","10,25,968",77.10%,"47,590",4.60%,2019
Durg,7,GEN,Chhattisgarh,Vijay Baghel,Bharatiya Janta Party,"18,78,677","13,91,996",74.30%,"3,91,978",28.20%,2019
East Delhi,3,GEN,Delhi [1977 Onwards],Jadunandan Prasad,Bharatiya Janta Party,"18,29,578","12,57,821",69.00%,"3,91,222",31.10%,2019
Eluru,10,,Andhra Pradesh [2014 Onwards],Kotagiri Sridhar,Yuvajana Sramika Rythu Congress Party,"14,18,277","13,27,923",95.30%,"1,65,925",12.50%,2019
Ernakulam,12,GEN,Kerala,Hibi Eden,Indian National Congress,"11,90,575","9,67,203",81.70%,"1,69,153",17.50%,2019
Erode,17,GEN,Tamil Nadu,Ganeshamurthi A,Dravida Munetra Kazhagam,"14,27,534","10,67,863",75.80%,"2,10,618",19.70%,2019
Etah,22,GEN,Uttar Pradesh [2000 Onwards],Rajveer Singh (Raju Bhaiya),Bharatiya Janta Party,"15,87,949","9,99,607",63.30%,"1,22,670",12.30%,2019
Etawah,41,SC,Uttar Pradesh [2000 Onwards],Dr Ram Shankar Katheria,Bharatiya Janta Party,"17,14,935","10,27,815",60.30%,"64,437",6.30%,2019
Faizabad,54,GEN,Uttar Pradesh [2000 Onwards],Lallu Singh,Bharatiya Janta Party,"17,83,699","10,87,121",61.50%,"65,477",6.00%,2019
Faridabad,10,GEN,Haryana,Krishan Pal,Bharatiya Janta Party,"19,26,323","13,27,295",69.20%,"6,38,239",48.10%,2019
Faridkot,9,SC,Punjab,Mohammad Sadique,Indian National Congress,"15,15,062","9,74,947",65.60%,"83,256",8.50%,2019
Farrukhabad,40,GEN,Uttar Pradesh [2000 Onwards],Mukesh Rajput,Bharatiya Janta Party,"16,61,488","10,02,953",60.80%,"2,21,702",22.10%,2019
Fatehgarh Sahi,8,SC,Punjab,Amar Singh,Indian National Congress,"14,70,008","9,85,948",68.00%,"93,898",9.50%,2019
Fatehpur,49,GEN,Uttar Pradesh [2000 Onwards],Niranjan Jyoti,Bharatiya Janta Party,"17,83,535","10,43,655",59.30%,"1,98,205",19.00%,2019
Fatehpur Sikri,19,GEN,Uttar Pradesh [2000 Onwards],Rajkumar Chahar,Bharatiya Janta Party,"16,60,405","10,37,151",63.10%,"4,95,065",47.70%,2019
Ferozpur,10,GEN,Punjab,Sukhbir Singh Badal,Shiromani Akali Dal,"15,87,296","11,72,033",74.80%,"1,98,850",17.00%,2019
Firozabad,20,GEN,Uttar Pradesh [2000 Onwards],Dr. Chandra Sen Jadon,Bharatiya Janta Party,"16,98,385","10,75,866",63.70%,"28,781",2.70%,2019
Gadchiroli-Chi,12,ST,Maharashtra,Ashok Mahadeorao Nete,Bharatiya Janta Party,"15,22,662","11,42,698",76.70%,"77,526",6.80%,2019
Gandhinagar,6,GEN,Gujarat,Amit Shah,Bharatiya Janta Party,"18,74,564","12,84,090",69.30%,"5,57,014",43.40%,2019
Ganganagar,1,SC,Rajasthan,Nihal Chand,Bharatiya Janta Party,"19,01,409","14,51,765",77.20%,"4,06,978",28.00%,2019
Garhwal,2,GEN,Uttarakhand,Tirath Singh Rawat,Bharatiya Janta Party,"12,95,238","7,42,784",58.30%,"3,02,669",40.70%,2019
Gauhati,7,GEN,Assam,Queen Oja,Bharatiya Janta Party,"19,30,145","17,63,757",91.90%,"3,45,606",19.60%,2019
Gautam Buddh N,13,GEN,Uttar Pradesh [2000 Onwards],Dr. Mahesh Sharma,Bharatiya Janta Party,"21,07,718","13,92,952",66.50%,"3,36,922",24.20%,2019
Gaya,38,SC,Bihar [2000 Onwards],Vijay Kumar,Janata Dal (United),"16,98,772","9,57,248",58.10%,"1,52,426",15.90%,2019
Ghatal,32,GEN,West Bengal,Adhikari Deepak (DEV),All India Trinamool Congress,"19,31,027","14,88,818",77.80%,"1,07,973",7.30%,2019
Ghaziabad,12,GEN,Uttar Pradesh [2000 Onwards],Vijay Kumar Singh,Bharatiya Janta Party,"25,73,715","15,24,456",59.50%,"5,01,500",32.90%,2019
Ghazipur,75,GEN,Uttar Pradesh [2000 Onwards],Afzal Ansari,Bahujan Samaj Party,"18,32,844","11,05,627",60.70%,"1,19,392",10.80%,2019
